revision_count,average_score,days_since_learning,days_since_last_revision,topic_complexity,retention_score
11,6.33,134,20,5,76.49000000000001
19,5.51,107,5,8,100.0
0,5.12,109,136,6,0.0
3,2.38,278,18,1,34.64
3,3.75,249,169,10,0.0
18,4.13,346,44,4,58.389999999999986
5,2.21,8,65,4,0.0
4,2.76,184,66,7,0.0
6,3.95,306,173,6,0.0
5,2.84,362,57,8,0.0
20,7.45,316,90,5,0.0
1,4.39,179,114,10,0.0
4,9.44,230,180,10,0.0
18,5.17,84,134,6,0.0
2,6.63,8,145,1,0.0
3,2.33,354,125,7,0.0
12,7.38,47,102,10,0.0
13,8.04,152,78,10,0.0
9,6.99,355,14,3,83.47
18,2.14,358,112,10,0.0
8,8.56,51,64,7,0.0
2,7.55,148,48,7,0.0
1,1.72,62,36,10,0.0
1,7.56,289,151,1,0.0
13,3.79,268,92,1,0.0
5,8.99,173,149,1,0.0
17,2.47,11,40,9,48.91
14,5.4,266,154,8,0.0
1,5.76,254,12,9,34.78
0,6.72,297,27,4,10.159999999999997
6,4.85,53,54,7,0.0
4,7.09,188,122,10,0.0
6,7.86,105,68,8,0.0
10,9.13,31,9,9,95.89
0,7.92,60,118,1,0.0
4,6.54,98,153,3,0.0
16,7.17,327,36,2,76.50999999999999
3,2.12,55,113,3,0.0
13,4.28,95,123,4,0.0
12,9.15,58,27,7,72.94999999999999
8,1.6,260,27,7,30.299999999999997
15,4.64,122,26,5,79.41999999999999
12,5.25,364,57,2,8.75
0,9.1,39,104,7,0.0
19,6.95,174,65,1,34.349999999999994
4,4.72,316,29,2,23.159999999999997
1,5.07,362,63,2,0.0
7,9.56,70,60,2,0.0
19,8.42,353,166,6,0.0
3,7.02,222,126,3,0.0
3,5.39,151,71,5,0.0
20,6.27,319,82,4,0.0
8,1.97,304,145,2,0.0
12,1.03,62,174,4,0.0
15,9.3,271,121,6,0.0
16,6.25,244,9,1,100.0
14,5.49,265,66,9,0.0
10,9.58,357,56,3,12.240000000000009
9,3.35,26,26,5,45.55
9,3.32,149,171,4,0.0
15,9.67,172,20,10,99.00999999999999
14,3.09,141,49,3,26.77000000000001
11,2.99,319,14,5,78.47
12,7.47,324,55,7,11.909999999999997
13,6.13,294,49,9,21.889999999999986
15,1.47,69,57,4,9.409999999999997
16,6.43,241,130,1,0.0
2,2.94,298,119,5,0.0
19,5.97,158,81,3,0.0
10,9.02,209,139,1,0.0
14,4.33,323,22,3,84.49000000000001
16,9.29,339,135,8,0.0
6,1.94,213,157,8,0.0
20,8.51,171,152,3,0.0
5,7.82,214,154,7,0.0
9,2.45,155,118,2,0.0
16,3.93,285,101,6,0.0
11,2.59,189,58,6,0.0
5,8.9,271,14,9,60.2
20,7.5,95,86,8,0.0
15,4.68,222,111,8,0.0
5,4.94,169,92,1,0.0
11,6.31,212,170,7,0.0
12,7.71,41,157,6,0.0
11,4.69,107,147,2,0.0
10,2.36,283,85,2,0.0
7,7.15,196,16,3,69.95
8,1.64,275,5,9,71.42
20,7.94,99,95,6,0.0
14,6.01,301,174,1,0.0
1,6.65,64,172,10,0.0
2,2.49,341,68,5,0.0
3,8.96,44,70,5,0.0
11,7.88,233,179,9,0.0
14,4.04,67,62,1,6.6200000000000045
2,3.08,1,38,9,0.0
15,3.85,364,66,4,0.0
17,5.36,80,158,3,0.0
1,8.36,229,62,4,0.0
7,4.2,102,67,8,0.0
6,1.26,194,40,9,0.0
2,7.22,143,141,6,0.0
11,1.01,283,164,3,0.0
7,1.19,129,85,2,0.0
10,4.66,165,64,9,0.0
0,1.37,187,66,2,0.0
20,8.18,46,19,8,100.0
8,6.57,2,70,4,0.0
18,2.36,119,98,5,0.0
14,7.03,27,114,2,0.0
19,7.75,65,54,4,54.25
4,6.59,237,109,2,0.0
14,7.9,79,39,3,61.19999999999999
0,1.72,330,24,3,2.6599999999999966
18,7.97,202,94,9,0.0
15,7.5,64,39,10,54.5
19,1.95,69,30,6,81.85
1,7.67,278,110,9,0.0
0,7.54,214,47,7,0.0
1,2.84,40,45,8,0.0
14,9.38,32,161,9,0.0
9,9.69,177,129,9,0.0
11,3.12,258,21,4,66.36
20,6.98,360,80,9,0.0
14,2.32,19,20,10,71.96
8,5.45,106,114,4,0.0
17,3.39,310,81,9,0.0
5,8.77,248,179,4,0.0
13,9.72,39,53,4,32.16
9,4.09,203,0,4,100.0
6,3.79,310,59,7,0.0
20,7.08,116,116,4,0.0
14,4.16,33,148,3,0.0
5,4.61,131,51,10,0.0
14,7.23,62,4,10,100.0
15,8.48,199,85,1,0.0
7,6.84,348,153,8,0.0
0,3.03,152,129,3,0.0
6,5.19,236,139,8,0.0
8,6.87,150,71,1,0.0
1,9.66,174,90,2,0.0
6,3.12,118,180,2,0.0
12,6.41,144,146,5,0.0
17,1.28,42,35,2,65.84
16,5.48,169,147,5,0.0
5,2.34,269,34,5,6.519999999999996
14,5.15,291,8,1,100.0
13,8.29,147,30,1,78.37
2,8.0,352,98,2,0.0
5,6.07,20,156,5,0.0
3,2.14,355,7,5,49.92
3,4.26,36,134,2,0.0
3,7.3,167,40,10,0.0
6,3.87,156,38,4,9.61
15,2.04,43,85,4,0.0
1,1.76,284,100,4,0.0
20,3.05,200,109,1,0.0
3,4.12,357,97,3,0.0
4,4.94,313,169,6,0.0
19,2.15,306,5,4,100.0
11,3.68,352,172,8,0.0
12,8.43,45,162,9,0.0
6,4.67,31,150,8,0.0
9,5.18,77,163,3,0.0
20,4.36,167,82,3,0.0
5,1.02,64,132,7,0.0
15,3.01,7,61,6,3.030000000000001
14,5.37,317,66,10,0.0
4,5.17,89,155,10,0.0
12,9.31,211,125,1,0.0
8,3.59,209,154,10,0.0
20,6.34,136,57,10,40.02000000000001
6,2.2,221,48,9,0.0
11,7.57,94,77,8,0.0
17,3.19,311,138,8,0.0
12,2.26,37,79,3,0.0
6,4.59,25,99,2,0.0
13,4.94,201,76,5,0.0
3,4.22,136,161,8,0.0
7,8.16,63,102,4,0.0
16,8.24,62,82,7,0.0
12,5.79,262,167,7,0.0
9,5.64,79,125,7,0.0
20,5.42,13,87,7,0.0
18,9.06,97,162,2,0.0
7,6.66,203,112,4,0.0
2,1.29,280,163,6,0.0
13,7.01,323,100,8,0.0
5,4.58,128,120,3,0.0
2,4.77,349,92,3,0.0
5,3.64,53,112,1,0.0
9,1.72,226,86,1,0.0
10,6.23,181,50,4,12.689999999999998
12,3.82,182,102,7,0.0
10,7.52,94,152,3,0.0
0,2.93,345,59,7,0.0
16,4.98,181,177,9,0.0
20,9.28,239,124,6,0.0
14,4.07,13,10,10,97.21000000000001
19,7.02,201,109,10,0.0
4,3.95,223,106,4,0.0
0,8.96,97,4,10,53.879999999999995
5,8.41,222,10,8,68.23
9,4.68,332,136,9,0.0
9,3.41,266,128,7,0.0
9,6.21,246,18,2,74.63
18,3.87,47,78,7,0.0
15,7.53,22,67,9,0.09000000000000341
20,2.27,48,52,6,43.81
7,3.37,67,168,7,0.0
4,3.36,291,143,1,0.0
7,1.33,216,114,10,0.0
3,2.48,122,94,8,0.0
20,3.35,304,59,9,28.55000000000001
12,9.12,155,27,2,80.36000000000001
18,5.47,133,50,10,41.41
7,4.23,41,85,5,0.0
9,7.55,201,74,5,0.0
4,6.81,150,164,10,0.0
15,8.38,237,84,8,0.0
19,8.92,348,23,5,100.0
20,2.39,281,73,5,3.6699999999999875
9,1.05,334,56,5,0.0
8,9.24,224,136,3,0.0
8,8.39,326,153,7,0.0
14,1.5,247,94,1,0.0
14,3.16,120,110,3,0.0
6,6.15,31,13,7,61.95
6,1.98,269,117,2,0.0
15,6.76,300,111,6,0.0
15,4.1,41,152,1,0.0
4,6.87,76,166,3,0.0
5,7.59,343,62,10,0.0
4,3.13,259,54,3,0.0
5,9.97,194,84,7,0.0
11,2.62,38,34,9,31.36
18,1.99,193,65,8,3.969999999999999
4,3.71,295,102,10,0.0
20,1.75,135,175,8,0.0
13,7.35,112,178,3,0.0
3,8.3,249,164,3,0.0
2,9.96,90,77,1,0.0
12,5.92,324,52,1,22.25999999999999
3,8.91,112,90,6,0.0
19,2.11,15,41,9,55.83000000000001
7,8.27,131,161,3,0.0
1,8.97,21,178,10,0.0
15,8.42,200,72,1,4.759999999999991
6,8.57,280,102,3,0.0
6,9.82,154,140,3,0.0
18,1.56,56,28,3,84.18
0,5.74,299,108,6,0.0
2,3.27,139,153,3,0.0
6,9.13,153,20,10,52.39
11,9.16,241,53,3,21.97999999999999
5,4.43,43,14,5,52.78999999999999
12,1.69,328,42,6,22.069999999999993
18,3.53,36,114,9,0.0
13,1.05,155,173,5,0.0
20,6.57,20,83,2,0.710000000000008
1,7.5,114,180,4,0.0
14,2.12,204,154,8,0.0
4,3.2,71,126,9,0.0
13,2.86,271,166,1,0.0
15,2.13,31,160,5,0.0
7,1.86,12,32,8,14.579999999999998
19,5.37,33,21,8,100.0
18,7.6,340,161,9,0.0
0,5.19,353,177,6,0.0
14,5.55,339,43,9,37.150000000000006
1,1.5,229,156,6,0.0
2,5.59,234,34,5,1.269999999999996
10,4.22,166,8,6,87.66
16,1.9,320,177,2,0.0
13,9.84,53,171,9,0.0
14,6.5,145,96,5,0.0
0,8.08,198,146,4,0.0
8,2.48,65,52,3,0.0
16,4.5,308,94,2,0.0
9,2.58,206,86,3,0.0
17,3.41,185,141,5,0.0
8,2.41,200,66,8,0.0
11,4.51,171,133,8,0.0
17,3.41,15,163,7,0.0
20,9.08,33,45,6,78.24000000000001
10,6.0,67,99,9,0.0
9,5.55,247,49,9,0.15000000000000568
0,5.6,361,52,5,0.0
9,5.1,102,51,6,0.0
9,5.4,220,134,6,0.0
7,7.59,107,108,1,0.0
2,1.68,125,126,1,0.0
19,4.74,25,23,10,98.22
20,7.48,338,4,6,100.0
3,8.77,146,83,2,0.0
4,4.91,307,45,2,0.0
19,1.5,292,151,10,0.0
5,9.72,22,38,7,17.659999999999997
14,9.89,357,131,3,0.0
2,6.19,80,73,9,0.0
9,3.98,335,18,5,63.44
7,6.11,37,117,10,0.0
7,5.62,352,82,8,0.0
11,5.09,350,169,8,0.0
0,8.86,83,57,10,0.0
10,6.96,21,14,10,77.88
7,1.9,4,104,3,0.0
19,1.73,207,19,10,97.19
19,5.14,90,158,2,0.0
17,3.75,141,164,2,0.0
0,3.64,105,166,6,0.0
19,8.68,6,67,5,29.539999999999992
7,4.37,97,54,2,0.0
15,8.62,272,135,9,0.0
17,3.88,167,119,4,0.0
16,7.71,194,159,9,0.0
10,6.03,334,170,2,0.0
14,9.65,85,4,7,100.0
2,3.39,163,147,4,0.0
15,1.4,18,8,10,98.19999999999999
12,2.94,168,58,6,0.0
1,3.93,303,23,5,13.290000000000006
10,6.47,151,113,6,0.0
12,5.94,254,95,1,0.0
20,3.56,15,175,10,0.0
15,6.38,297,179,5,0.0
0,6.28,281,99,7,0.0
20,5.19,180,137,7,0.0
5,2.71,78,127,6,0.0
5,2.63,237,14,2,51.89
2,7.83,221,69,2,0.0
5,5.02,164,59,10,0.0
5,6.19,268,89,10,0.0
20,3.97,265,92,9,0.0
8,4.06,175,38,10,11.180000000000007
12,7.92,276,174,5,0.0
5,9.12,318,89,7,0.0
14,3.97,168,56,1,18.409999999999997
11,7.98,365,179,3,0.0
5,9.29,121,44,7,4.3700000000000045
11,5.22,193,149,8,0.0
1,8.14,8,119,1,0.0
1,5.75,196,60,2,0.0
20,7.82,203,163,1,0.0
7,9.34,90,63,6,0.0
18,3.54,155,37,2,73.62
5,8.91,57,69,9,0.0
11,6.61,291,72,10,0.0
6,2.46,315,45,1,0.0
7,8.55,278,28,3,50.150000000000006
15,4.97,251,167,8,0.0
18,3.29,112,130,3,0.0
7,7.04,187,94,3,0.0
3,9.88,12,56,6,0.0
10,1.36,187,135,3,0.0
10,7.6,237,79,10,0.0
3,9.52,75,28,5,30.060000000000002
3,2.56,168,75,6,0.0
17,8.8,96,57,7,36.900000000000006
3,5.29,197,78,10,0.0
11,1.38,260,170,6,0.0
7,9.22,202,113,8,0.0
18,6.78,197,40,8,68.34
15,6.49,44,67,5,2.969999999999999
16,5.65,183,77,1,0.0
6,5.53,126,87,4,0.0
13,8.49,285,39,5,54.97
7,8.12,192,143,6,0.0
5,5.58,319,153,9,0.0
8,3.74,78,179,6,0.0
3,6.09,37,177,4,0.0
7,7.3,123,112,1,0.0
17,7.98,125,177,3,0.0
20,7.67,302,135,9,0.0
17,8.8,35,24,2,100.0
4,7.54,55,48,4,0.0
12,8.08,21,129,6,0.0
6,1.47,222,151,9,0.0
5,8.78,36,119,8,0.0
16,2.73,298,61,2,13.189999999999998
14,1.09,37,128,5,0.0
12,9.97,232,74,6,0.0
6,1.23,125,49,6,0.0
11,3.41,100,67,10,0.0
6,2.34,281,38,10,0.0
14,4.74,331,139,4,0.0
17,7.86,362,12,9,100.0
20,2.45,337,127,7,0.0
7,8.5,342,104,3,0.0
0,6.26,181,169,3,0.0
17,4.74,137,47,7,44.72
0,4.5,106,14,8,23.5
9,1.75,349,114,4,0.0
5,8.48,63,56,5,0.0
20,6.82,228,89,2,0.0
1,6.42,28,5,5,56.75999999999999
0,7.01,232,176,10,0.0
5,9.79,37,123,7,0.0
9,9.74,295,39,8,34.22
1,5.76,204,155,4,0.0
14,4.07,19,87,8,0.0
5,5.79,258,77,1,0.0
11,2.13,276,162,6,0.0
6,3.79,285,5,7,70.87
2,3.72,267,119,3,0.0
8,5.2,16,39,10,12.599999999999994
20,4.39,313,101,8,0.0
4,5.04,21,12,5,53.620000000000005
17,8.0,22,162,1,0.0
20,9.26,168,85,8,0.0
2,8.57,83,58,4,0.0
16,5.86,18,168,10,0.0
20,9.52,59,152,9,0.0
14,1.06,241,22,1,77.68
19,2.11,23,119,9,0.0
16,9.98,166,50,8,47.94
8,6.7,211,43,6,15.099999999999994
15,6.32,28,147,4,0.0
6,2.02,76,178,9,0.0
5,5.16,77,23,2,41.480000000000004
4,1.69,171,31,10,0.0
19,6.26,324,125,3,0.0
7,2.07,302,0,8,79.21
13,5.68,181,19,4,88.03999999999999
19,9.68,181,64,2,43.03999999999999
18,8.12,234,125,6,0.0
17,3.36,73,78,10,0.0
9,9.65,111,83,7,0.0
8,4.97,208,69,2,0.0
8,7.37,163,117,6,0.0
15,7.38,296,61,3,20.639999999999986
12,1.73,14,54,7,0.0
1,5.77,191,82,4,0.0
11,4.12,195,45,7,16.86
20,3.12,97,166,1,0.0
0,6.49,34,30,3,4.969999999999999
6,6.47,148,158,2,0.0
14,7.15,12,3,1,100.0
15,6.14,17,24,6,86.41999999999999
10,4.5,116,150,2,0.0
20,4.86,264,109,7,0.0
8,6.06,120,37,1,32.68000000000001
16,5.4,85,124,3,0.0
18,9.6,174,77,8,2.8000000000000114
5,8.41,138,145,9,0.0
18,5.57,242,28,6,91.71000000000001
0,1.67,163,41,3,0.0
8,4.88,24,174,1,0.0
6,9.67,215,131,5,0.0
12,8.17,194,133,8,0.0
13,7.7,65,113,10,0.0
6,3.53,243,144,9,0.0
13,3.9,101,149,4,0.0
2,5.95,176,2,8,61.849999999999994
11,9.02,216,24,5,76.56
4,8.73,264,112,5,0.0
20,1.01,223,20,10,98.03
4,1.0,97,165,1,0.0
16,9.6,159,81,10,0.0
3,1.4,68,27,6,6.200000000000003
14,6.71,340,96,1,0.0
11,5.03,326,128,8,0.0
8,4.73,192,120,5,0.0
16,2.55,146,167,1,0.0
13,7.54,128,126,4,0.0
5,7.31,22,53,4,0.0
17,1.79,295,132,7,0.0
10,5.73,256,56,9,0.0
3,3.35,280,59,5,0.0
0,6.89,136,4,5,55.17
18,1.55,189,101,9,0.0
19,2.12,209,57,9,23.860000000000014
16,2.03,180,35,10,51.09
8,1.91,65,26,9,30.230000000000004
15,8.57,332,132,2,0.0
2,2.54,4,44,9,0.0
3,9.09,25,50,1,0.0
7,5.27,156,8,10,69.81
13,6.15,169,80,1,0.0
20,9.92,277,25,9,100.0
4,9.35,192,162,2,0.0
19,9.57,353,83,3,3.210000000000008
0,8.22,65,99,3,0.0
20,6.13,43,15,7,100.0
20,3.93,279,0,1,100.0
9,2.62,359,64,2,0.0
10,1.36,42,131,2,0.0
1,1.86,43,57,2,0.0
8,4.39,202,118,1,0.0
1,5.64,207,14,2,40.92
5,8.73,271,118,3,0.0
4,4.79,149,62,4,0.0
13,6.52,161,16,9,89.06
20,2.85,240,25,6,99.55000000000001
13,6.22,65,86,9,0.0
4,7.82,87,57,4,0.0
19,3.01,291,130,1,0.0
3,7.35,341,56,2,0.0
19,6.45,88,66,1,30.849999999999994
14,3.49,234,71,6,0.0
5,2.15,262,70,1,0.0
16,3.63,198,69,7,0.0
15,4.39,50,161,4,0.0
4,2.53,275,63,6,0.0
6,5.54,46,161,1,0.0
18,2.69,297,38,7,61.56999999999999
1,7.09,163,180,8,0.0
4,2.68,183,31,2,13.040000000000006
13,8.49,84,116,6,0.0
14,5.14,147,112,10,0.0
11,9.12,244,19,2,91.36000000000001
12,6.15,336,3,5,100.0
10,7.1,80,138,10,0.0
11,5.3,33,82,8,0.0
1,7.01,359,34,6,0.0
1,3.05,279,108,3,0.0
13,5.55,132,180,5,0.0
2,5.69,53,80,2,0.0
15,3.58,42,103,6,0.0
9,3.73,71,152,3,0.0
20,5.1,73,117,3,0.0
6,9.14,178,41,2,22.42
11,9.28,106,20,2,89.84
0,2.05,229,38,9,0.0
15,5.31,174,133,7,0.0
12,8.55,59,171,4,0.0
2,4.38,271,171,10,0.0
10,5.75,361,74,4,0.0
8,1.87,361,46,4,0.0
7,8.49,174,180,3,0.0
10,7.76,321,138,2,0.0
9,7.35,183,126,2,0.0
4,6.6,200,141,3,0.0
14,9.44,170,129,8,0.0
11,7.21,231,148,6,0.0
20,1.78,110,84,4,0.0
13,9.46,252,80,10,0.0
5,2.44,177,36,8,0.0
1,6.9,253,85,2,0.0
17,1.54,338,54,4,25.620000000000005
13,8.75,311,125,5,0.0
2,8.94,120,64,3,0.0
7,9.24,365,109,2,0.0
13,1.92,132,150,9,0.0
16,8.15,231,0,4,100.0
10,5.77,197,14,5,81.81
8,4.54,263,84,2,0.0
13,5.04,12,66,8,0.0
6,4.06,137,38,4,10.180000000000007
14,8.81,179,172,2,0.0
6,8.2,15,107,7,0.0
2,9.31,153,75,2,0.0
12,1.5,99,153,9,0.0
3,4.28,216,113,7,0.0
11,9.91,62,104,7,0.0
15,3.35,83,47,10,26.05000000000001
7,8.93,60,129,1,0.0
20,6.74,242,158,1,0.0
15,8.13,63,80,6,0.0
2,4.12,171,170,1,0.0
6,7.51,239,169,3,0.0
17,4.35,40,100,4,0.0
7,2.28,27,152,7,0.0
17,3.09,106,156,2,0.0
2,7.18,310,148,7,0.0
13,5.73,95,21,6,81.19
13,4.98,41,1,1,100.0
4,7.43,186,145,7,0.0
0,7.75,244,86,3,0.0
12,8.26,138,166,6,0.0
16,8.83,11,129,9,0.0
7,7.39,36,89,5,0.0
8,1.51,155,72,5,0.0
2,2.49,56,102,4,0.0
7,1.46,232,162,7,0.0
9,3.26,255,20,9,51.28
7,2.21,133,65,10,0.0
16,6.42,130,143,2,0.0
13,4.24,220,120,3,0.0
6,6.53,193,115,3,0.0
6,6.72,95,167,8,0.0
4,9.33,107,90,4,0.0
15,8.03,142,79,5,0.0
3,7.93,115,103,4,0.0
18,2.25,139,141,10,0.0
11,1.96,178,92,2,0.0
10,2.06,279,78,1,0.0
20,2.4,252,16,7,100.0
7,5.57,158,156,6,0.0
11,7.34,170,155,8,0.0
5,7.15,191,180,10,0.0
10,8.2,168,149,2,0.0
3,1.62,102,21,5,20.36
0,1.87,163,18,10,4.609999999999999
1,3.0,212,152,3,0.0
19,6.79,3,62,7,30.870000000000005
18,2.69,62,106,8,0.0
13,8.47,40,141,4,0.0
18,6.67,82,57,10,31.00999999999999
2,7.75,4,36,10,0.0
4,2.3,266,130,2,0.0
5,4.74,183,108,4,0.0
9,4.41,51,23,9,48.730000000000004
14,9.34,182,5,8,100.0
15,8.86,57,36,10,64.57999999999998
2,9.87,163,177,4,0.0
11,6.41,169,154,9,0.0
20,2.17,247,34,8,76.50999999999999
6,2.17,267,52,7,0.0
17,7.42,230,146,6,0.0
5,9.7,120,112,2,0.0
19,9.73,48,162,4,0.0
1,8.28,284,179,5,0.0
10,4.12,106,1,1,100.0
12,5.96,146,82,7,0.0
5,6.07,165,27,7,28.710000000000008
7,7.17,191,19,4,62.50999999999999
1,5.55,48,100,9,0.0
10,1.19,9,98,3,0.0
18,2.68,310,74,4,0.0
4,3.88,41,163,7,0.0
15,4.65,350,54,10,15.949999999999989
20,3.42,219,95,9,0.0
6,6.93,151,178,7,0.0
8,2.05,292,34,1,26.650000000000006
6,2.83,270,14,3,55.989999999999995
19,7.63,351,68,9,18.389999999999986
13,3.92,134,77,10,0.0
1,2.23,257,180,10,0.0
19,5.32,313,97,7,0.0
16,1.15,341,13,5,99.94999999999999
19,7.61,338,26,9,100.0
1,8.48,209,167,1,0.0
2,8.36,265,37,6,2.0799999999999983
20,7.48,142,118,3,0.0
12,4.54,65,142,5,0.0
6,6.11,296,176,3,0.0
18,3.28,242,50,8,37.84
4,6.12,190,155,7,0.0
1,6.27,183,63,3,0.0
18,1.42,51,29,6,77.25999999999999
3,8.77,305,34,7,12.810000000000002
9,9.42,56,71,1,0.0
1,3.46,288,67,5,0.0
7,5.53,227,169,6,0.0
13,9.93,78,160,4,0.0
18,5.19,21,171,2,0.0
13,7.02,2,112,8,0.0
3,5.39,128,35,7,0.6700000000000017
15,8.85,295,148,5,0.0
12,4.77,313,86,4,0.0
0,4.83,348,102,3,0.0
5,5.67,198,131,4,0.0
0,6.3,365,70,5,0.0
4,7.69,68,121,2,0.0
6,4.94,303,105,10,0.0
6,5.01,92,119,6,0.0
10,5.56,321,44,6,19.680000000000007
20,6.53,191,165,2,0.0
4,2.95,88,169,2,0.0
6,3.09,168,28,8,21.269999999999996
12,5.24,201,92,3,0.0
1,6.49,18,106,2,0.0
2,7.74,178,96,2,0.0
5,9.79,335,157,3,0.0
15,3.77,143,59,10,3.3100000000000023
14,4.19,91,9,8,100.0
4,5.3,163,138,4,0.0
5,3.48,234,94,2,0.0
15,4.83,162,135,3,0.0
4,3.64,112,40,9,0.0
18,2.25,50,46,6,45.75
2,1.72,312,69,9,0.0
1,2.22,141,9,1,42.16
1,8.02,32,138,1,0.0
16,3.86,94,150,2,0.0
12,8.46,40,33,6,60.379999999999995
12,3.0,171,15,9,75.5
0,1.66,192,154,8,0.0
13,4.71,166,39,3,46.629999999999995
13,7.79,242,3,7,100.0
10,5.18,266,44,10,12.539999999999992
17,6.45,187,53,4,42.349999999999994
17,6.02,166,96,7,0.0
17,8.53,303,1,1,100.0
14,4.54,106,160,6,0.0
13,1.13,249,93,1,0.0
4,2.52,203,169,1,0.0
2,7.36,55,117,10,0.0
2,1.71,143,42,8,0.0
12,6.42,239,100,7,0.0
3,5.12,150,155,10,0.0
17,8.92,151,31,2,96.75999999999999
13,5.94,56,47,2,35.81999999999999
10,3.5,265,136,7,0.0
7,8.48,61,179,9,0.0
16,8.57,106,19,6,100.0
13,9.93,47,106,2,0.0
15,9.55,295,66,3,17.150000000000006
7,3.45,249,137,6,0.0
8,5.64,67,64,4,0.0
10,3.31,263,146,8,0.0
10,3.87,18,179,3,0.0
1,8.52,275,151,7,0.0
1,4.92,115,123,8,0.0
8,5.89,197,107,2,0.0
3,8.0,114,55,8,0.0
4,3.89,104,71,9,0.0
3,6.54,60,60,4,0.0
10,4.13,317,11,1,88.89
8,6.48,188,145,2,0.0
0,8.43,137,26,8,11.289999999999992
19,8.71,260,114,8,0.0
20,3.38,218,60,10,25.139999999999986
1,1.16,83,100,10,0.0
13,1.22,53,108,10,0.0
7,6.3,118,165,3,0.0
11,9.43,13,152,1,0.0
14,5.93,258,114,5,0.0
17,5.78,273,164,2,0.0
1,4.38,347,130,8,0.0
12,7.27,207,119,7,0.0
3,2.52,307,128,6,0.0
11,8.85,346,124,8,0.0
5,3.43,14,147,9,0.0
19,1.03,173,5,8,100.0
10,8.19,351,39,1,45.06999999999999
16,8.53,220,31,1,92.09
2,7.11,92,67,7,0.0
7,7.68,243,130,7,0.0
14,2.49,246,159,8,0.0
16,7.95,163,174,8,0.0
1,4.24,120,84,5,0.0
13,3.09,112,122,4,0.0
20,7.5,274,86,10,0.0
10,8.18,362,3,5,100.0
13,6.5,363,88,5,0.0
12,9.99,53,32,3,71.47
10,5.16,325,177,3,0.0
20,5.94,150,71,2,22.819999999999993
14,3.29,343,42,8,33.870000000000005
14,9.03,197,56,6,26.090000000000003
3,4.72,82,45,3,0.0
4,7.32,46,40,3,7.460000000000008
20,5.21,7,87,1,0.0
3,2.44,361,63,1,0.0
20,6.86,329,140,7,0.0
7,8.72,347,138,6,0.0
3,1.33,49,170,2,0.0
18,5.25,59,17,9,100.0
20,5.78,215,168,7,0.0
7,9.95,93,6,6,93.85
13,8.5,325,101,3,0.0
4,8.19,315,92,2,0.0
10,6.13,116,129,4,0.0
19,7.83,363,105,5,0.0
4,3.98,189,1,1,78.44
17,4.96,154,36,6,68.88
0,7.13,61,19,6,24.39
3,5.31,95,96,2,0.0
16,9.28,169,137,5,0.0
2,7.44,239,159,7,0.0
4,8.53,81,87,10,0.0
20,5.51,68,144,4,0.0
3,7.59,117,96,10,0.0
2,9.9,356,98,7,0.0
17,6.89,270,168,8,0.0
15,3.16,270,36,6,53.47999999999999
15,7.93,244,170,1,0.0
18,1.63,312,129,3,0.0
19,4.63,127,54,6,41.889999999999986
8,5.81,210,83,6,0.0
0,4.45,330,90,6,0.0
3,3.99,209,56,2,0.0
5,7.96,234,62,7,0.0
0,7.86,61,45,9,0.0
6,3.19,230,159,9,0.0
7,5.29,314,62,3,0.0
0,2.06,211,98,4,0.0
15,8.51,234,157,7,0.0
20,2.31,214,131,10,0.0
3,4.9,364,106,6,0.0
9,7.28,119,135,5,0.0
15,3.53,348,173,10,0.0
15,2.14,282,4,10,100.0
3,5.21,3,177,1,0.0
7,6.12,299,147,10,0.0
18,7.79,90,58,7,36.870000000000005
17,4.3,226,13,8,100.0
14,2.78,291,86,1,0.0
17,8.04,180,35,2,86.12
9,7.98,252,84,1,0.0
15,3.26,309,80,10,0.0
1,6.81,331,13,3,44.93000000000001
16,2.99,249,69,5,0.0
12,3.01,207,51,9,3.530000000000001
16,5.82,150,167,1,0.0
17,9.25,231,169,5,0.0
5,9.49,110,113,9,0.0
20,3.12,214,64,7,20.860000000000014
4,5.11,37,73,4,0.0
0,2.34,189,22,3,8.519999999999996
3,8.44,121,29,10,17.319999999999993
20,6.94,121,175,9,0.0
4,9.99,111,109,8,0.0
8,5.94,265,143,5,0.0
16,1.01,141,147,4,0.0
17,6.09,12,17,1,100.0
8,8.8,342,64,9,0.0
8,5.5,343,88,7,0.0
7,8.65,156,145,6,0.0
14,3.3,274,72,9,0.0
0,4.21,71,24,9,1.1299999999999955
2,1.64,66,17,6,21.92
7,2.2,88,170,2,0.0
18,7.16,137,33,7,84.97999999999999
20,5.78,346,7,10,100.0
15,1.52,351,145,6,0.0
10,7.19,274,165,1,0.0
1,8.35,333,25,4,24.049999999999997
16,1.69,138,14,1,100.0
19,8.66,300,125,5,0.0
8,5.0,20,99,8,0.0
6,3.95,232,175,9,0.0
19,7.38,79,7,9,100.0
7,2.69,226,22,4,43.06999999999999
20,1.81,118,133,4,0.0
8,4.54,353,155,2,0.0
13,5.37,85,34,1,61.610000000000014
1,5.78,234,93,9,0.0
11,7.55,233,139,5,0.0
11,3.75,205,89,9,0.0
5,1.62,310,51,8,0.0
12,4.94,84,163,1,0.0
5,9.46,86,111,9,0.0
13,8.41,200,127,2,0.0
18,6.09,226,94,5,0.0
4,6.78,129,81,7,0.0
12,4.25,346,159,4,0.0
18,1.5,324,32,3,76.0
